model,case,regime,start,end,stage,variable,is_true_predictor,B,abs_B,Beta,abs_Beta,p_value,selected_stepwise,false_stepwise,problem_window,mean_abs_corr,rank_B,rank_Beta
base,base_a_2_2,затухающие колебания,11,36,early,Lag_5,0,-0.12308371067047119,0.12308371067047119,-0.04301753640174866,0.04301753640174866,0.9999883680421535,0,0,1,0.9999991358875849,6.0,6.0
base,base_a_2_2,затухающие колебания,11,36,early,Lag_6,0,0.06861494481563568,0.06861494481563568,0.03933686763048172,0.03933686763048172,0.9999924842008077,0,0,1,0.9999991358875849,7.0,7.0
base,base_a_2_2,затухающие колебания,11,36,early,Lag_7,0,0.0032898932695388794,0.0032898932695388794,0.001149684190750122,0.001149684190750122,0.9999982701675924,0,0,1,0.9999991358875849,8.0,8.0
base,base_a_2_2,затухающие колебания,11,36,early,Lag_8,0,-0.0018034261083812453,0.0018034261083812453,-0.0010381033644080162,0.0010381033644080162,0.9999989304597154,0,0,1,0.9999991358875849,9.0,9.0
base,base_a_2_2,затухающие колебания,11,36,early,Lag_9,0,-1.2886710464954376e-05,1.2886710464954376e-05,-4.50212974101305e-06,4.50212974101305e-06,0.9999997188686616,0,0,1,0.9999991358875849,10.0,10.0
base,base_a_2_2,затухающие колебания,11,36,early,Lag_10,0,7.0606010922347195e-06,7.0606010922347195e-06,4.0594923120806925e-06,4.0594923120806925e-06,0.9999998269325181,0,0,1,0.9999991358875849,11.0,11.0
base,base_a_2_2,затухающие колебания,12,37,early,X_n,1,-0.4295746684074402,0.4295746684074402,-0.23938393592834473,0.23938393592834473,0.9999999568865948,1,0,1,0.9999995835642688,3.0,1.0
base,base_a_2_2,затухающие колебания,12,37,early,Lag_1,0,0.6643467545509338,0.6643467545509338,0.2321244478225708,0.2321244478225708,0.999999993011526,0,0,1,0.9999995835642688,1.0,3.0
base,base_a_2_2,затухающие колебания,12,37,early,Lag_2,0,-0.4166390895843506,0.4166390895843506,-0.2321738600730896,0.2321738600730896,0.9999999566661504,0,0,1,0.9999995835642688,4.0,2.0
base,base_a_2_2,затухающие колебания,12,37,early,Lag_3,0,0.53757244348526,0.53757244348526,0.18787144124507904,0.18787144124507904,0.9999999884123436,0,0,1,0.9999995835642688,2.0,5.0
base,base_a_2_2,затухающие колебания,12,37,early,Lag_4,0,-0.3387220799922943,0.3387220799922943,-0.18859928846359253,0.18859928846359253,0.9999999567066982,0,0,1,0.9999995835642688,5.0,4.0
base,base_a_2_2,затухающие колебания,12,37,early,Lag_5,0,-0.1233220100402832,0.1233220100402832,-0.04299211502075195,0.04299211502075195,0.9999999993906554,0,0,1,0.9999995835642688,6.0,6.0
base,base_a_2_2,затухающие колебания,12,37,early,Lag_6,0,0.06860232353210449,0.06860232353210449,0.039334774017333984,0.039334774017333984,0.9999999584238346,0,0,1,0.9999995835642688,7.0,7.0
base,base_a_2_2,затухающие колебания,12,37,early,Lag_7,0,0.003333479166030884,0.003333479166030884,0.001154482364654541,0.001154482364654541,0.999999999906845,0,0,1,0.9999995835642688,8.0,8.0
base,base_a_2_2,затухающие колебания,12,37,early,Lag_8,0,-0.0018029548227787018,0.0018029548227787018,-0.0010381191968917847,0.0010381191968917847,0.9999999884145114,0,0,1,0.9999995835642688,9.0,9.0
base,base_a_2_2,затухающие колебания,12,37,early,Lag_9,0,-1.4155637472867966e-05,1.4155637472867966e-05,-4.569534212350845e-06,4.569534212350845e-06,0.9999999999822335,0,0,1,0.9999995835642688,10.0,10.0
base,base_a_2_2,затухающие колебания,12,37,early,Lag_10,0,7.051974534988403e-06,7.051974534988403e-06,4.061730578541756e-06,4.061730578541756e-06,0.9999999982678771,0,0,1,0.9999995835642688,11.0,11.0
base,base_a_2_2,затухающие колебания,13,38,early,X_n,1,-0.4296455383300781,0.4296455383300781,-0.23943710327148438,0.23943710327148438,0.9999999959905601,1,0,1,0.9999999757099179,3.0,1.0
base,base_a_2_2,затухающие колебания,13,38,early,Lag_1,0,0.6642379760742188,0.6642379760742188,0.23218345642089844,0.23218345642089844,0.9999999962106407,0,0,1,0.9999999757099179,1.0,3.0
base,base_a_2_2,затухающие колебания,13,38,early,Lag_2,0,-0.41675758361816406,0.41675758361816406,-0.23224449157714844,0.23224449157714844,0.9999999956485488,0,0,1,0.9999999757099179,4.0,2.0
base,base_a_2_2,затухающие колебания,13,38,early,Lag_3,0,0.5375747680664062,0.5375747680664062,0.1878792643547058,0.1878792643547058,0.9999999935809382,0,0,1,0.9999999757099179,2.0,5.0
base,base_a_2_2,затухающие колебания,13,38,early,Lag_4,0,-0.3387279510498047,0.3387279510498047,-0.188568115234375,0.188568115234375,0.9999999877249357,0,0,1,0.9999999757099179,5.0,4.0
base,base_a_2_2,затухающие колебания,13,38,early,Lag_5,0,-0.123199462890625,0.123199462890625,-0.043060302734375,0.043060302734375,0.9999999996814664,0,0,1,0.9999999757099179,6.0,6.0
base,base_a_2_2,затухающие колебания,13,38,early,Lag_6,0,0.06898856163024902,0.06898856163024902,0.039435386657714844,0.039435386657714844,0.9999999997932207,0,0,1,0.9999999757099179,7.0,7.0
base,base_a_2_2,затухающие колебания,13,38,early,Lag_7,0,0.00330352783203125,0.00330352783203125,0.001155853271484375,0.001155853271484375,0.9999999999518399,0,0,1,0.9999999757099179,8.0,8.0
base,base_a_2_2,затухающие колебания,13,38,early,Lag_8,0,-0.0018899701535701752,0.0018899701535701752,-0.0010572373867034912,0.0010572373867034912,0.9999999999689176,0,0,1,0.9999999757099179,9.0,9.0
base,base_a_2_2,затухающие колебания,13,38,early,Lag_9,0,-1.3947486877441406e-05,1.3947486877441406e-05,-4.798173904418945e-06,4.798173904418945e-06,0.9999999999908721,0,0,1,0.9999999757099179,10.0,10.0
base,base_a_2_2,затухающие колебания,13,38,early,Lag_10,0,8.220318704843521e-06,8.220318704843521e-06,4.624016582965851e-06,4.624016582965851e-06,0.9999999999939546,0,0,1,0.9999999757099179,11.0,11.0
base,base_a_2_2,затухающие колебания,14,39,early,X_n,1,-0.40650343894958496,0.40650343894958496,-0.19302836060523987,0.19302836060523987,0.9999999882414066,1,0,1,0.9999999883224159,3.0,1.0
base,base_a_2_2,затухающие колебания,14,39,early,Lag_1,0,0.44267808261793107,0.44267808261793107,0.19300010800361633,0.19300010800361633,0.999999873946541,0,0,1,0.9999999883224159,1.0,2.0
base,base_a_2_2,затухающие колебания,14,39,early,Lag_2,0,-0.39438340067863464,0.39438340067863464,-0.18726468086242676,0.18726468086242676,0.9999999872776746,0,0,1,0.9999999883224159,4.0,3.0
base,base_a_2_2,затухающие колебания,14,39,early,Lag_3,0,0.42934299318585545,0.42934299318585545,0.1871846318244934,0.1871846318244934,0.999999871098316,0,0,1,0.9999999883224159,2.0,4.0
base,base_a_2_2,затухающие колебания,14,39,early,Lag_4,0,-0.32039974629879,0.32039974629879,-0.15210287272930145,0.15210287272930145,0.9999999653778235,0,0,1,0.9999999883224159,6.0,5.0
base,base_a_2_2,затухающие колебания,14,39,early,Lag_5,0,0.34847742691636086,0.34847742691636086,0.15190300345420837,0.15190300345420837,0.9999998569732342,0,0,1,0.9999999883224159,5.0,6.0
base,base_a_2_2,затухающие колебания,14,39,early,Lag_6,0,0.06564104557037354,0.06564104557037354,0.0313715934753418,0.0313715934753418,0.9999999993536319,0,0,1,0.9999999883224159,8.0,8.0
base,base_a_2_2,затухающие колебания,14,39,early,Lag_7,0,-0.07990021258592606,0.07990021258592606,-0.034831926226615906,0.034831926226615906,0.9999998651996037,0,0,1,0.9999999883224159,7.0,7.0
base,base_a_2_2,затухающие колебания,14,39,early,Lag_8,0,-0.0019243955612182617,0.0019243955612182617,-0.0009350180625915527,0.0009350180625915527,0.9999999998956262,0,0,1,0.9999999883224159,9.0,9.0
base,base_a_2_2,затухающие колебания,14,39,early,Lag_9,0,0.0018143504858016968,0.0018143504858016968,0.0007909014821052551,0.0007909014821052551,0.9999998962672852,0,0,1,0.9999999883224159,10.0,10.0
base,base_a_2_2,затухающие колебания,14,39,early,Lag_10,0,1.2325122952461243e-05,1.2325122952461243e-05,5.848705768585205e-06,5.848705768585205e-06,0.9999999999700908,0,0,1,0.9999999883224159,11.0,11.0
base,base_a_2_2,затухающие колебания,15,40,early,X_n,1,-0.3029998620040715,0.3029998620040715,-0.19140625,0.19140625,0.9675241223090689,1,0,1,0.9999999993681332,4.0,4.0
base,base_a_2_2,затухающие колебания,15,40,early,Lag_1,0,0.4321828093379736,0.4321828093379736,0.2060546875,0.2060546875,0.9695447839807689,0,0,1,0.9999999993681332,1.0,2.0
base,base_a_2_2,затухающие колебания,15,40,early,Lag_2,0,-0.30157210817560554,0.30157210817560554,-0.2138671875,0.2138671875,0.9670086135616593,0,0,1,0.9999999993681332,5.0,1.0
base,base_a_2_2,затухающие колебания,15,40,early,Lag_3,0,0.41938686929643154,0.41938686929643154,0.19189453125,0.19189453125,0.967105278816172,0,0,1,0.9999999993681332,2.0,3.0
base,base_a_2_2,затухающие колебания,15,40,early,Lag_4,0,-0.2926798933185637,0.2926798933185637,-0.1787109375,0.1787109375,0.96325252483315,0,0,1,0.9999999993681332,6.0,5.0
base,base_a_2_2,затухающие колебания,15,40,early,Lag_5,0,0.3411878226324916,0.3411878226324916,0.0390625,0.0390625,0.914452019177784,0,0,1,0.9999999993681332,3.0,6.0
base,base_a_2_2,затухающие колебания,15,40,early,Lag_6,0,-0.2383371046744287,0.2383371046744287,0.0078125,0.0078125,0.7718644615256537,0,0,1,0.9999999993681332,7.0,8.0
base,base_a_2_2,затухающие колебания,15,40,early,Lag_7,0,-0.078193299472332,0.078193299472332,-0.014892578125,0.014892578125,0.9981539975953944,0,0,1,0.9999999993681332,8.0,7.0
base,base_a_2_2,затухающие колебания,15,40,early,Lag_8,0,0.05313056492013857,0.05313056492013857,0.00439453125,0.00439453125,0.9985671716122291,0,0,1,0.9999999993681332,9.0,9.0
base,base_a_2_2,затухающие колебания,15,40,early,Lag_9,0,0.0017754817381501198,0.0017754817381501198,0.0003509521484375,0.0003509521484375,0.9997319798380224,0,0,1,0.9999999993681332,10.0,10.0
base,base_a_2_2,затухающие колебания,15,40,early,Lag_10,0,-0.0012019252171739936,0.0012019252171739936,-9.918212890625e-05,9.918212890625e-05,0.9997957039128619,0,0,1,0.9999999993681332,11.0,11.0
base,base_a_2_2,затухающие колебания,16,41,early,X_n,1,-0.3029951676726341,0.3029951676726341,-0.1626969315111637,0.1626969315111637,0.9998602376077547,1,0,1,0.9999999996963486,4.0,1.0
base,base_a_2_2,затухающие колебания,16,41,early,Lag_1,0,0.43215917982161045,0.43215917982161045,0.1619259691797197,0.1619259691797197,0.9999869411102515,0,0,1,0.9999999996963486,1.0,3.0
base,base_a_2_2,затухающие колебания,16,41,early,Lag_2,0,-0.30156558752059937,0.30156558752059937,-0.16192894661799073,0.16192894661799073,0.9998603353085892,0,0,1,0.9999999996963486,5.0,2.0
base,base_a_2_2,затухающие колебания,16,41,early,Lag_3,0,0.4193698354065418,0.4193698354065418,0.157133508939296,0.157133508939296,0.999985923945149,0,0,1,0.9999999996963486,2.0,5.0
base,base_a_2_2,затухающие колебания,16,41,early,Lag_4,0,-0.2926771156489849,0.2926771156489849,-0.15715218824334443,0.15715218824334443,0.9998612992515545,0,0,1,0.9999999996963486,6.0,4.0
base,base_a_2_2,затухающие колебания,16,41,early,Lag_5,0,0.34120798436924815,0.34120798436924815,0.12784717325121164,0.12784717325121164,0.9999647366788069,0,0,1,0.9999999996963486,3.0,7.0
base,base_a_2_2,затухающие колебания,16,41,early,Lag_6,0,-0.2383487664628774,0.2383487664628774,-0.12795642530545592,0.12795642530545592,0.999871845419551,0,0,1,0.9999999996963486,7.0,6.0
base,base_a_2_2,затухающие колебания,16,41,early,Lag_7,0,-0.0781644657254219,0.0781644657254219,-0.029286934062838554,0.029286934062838554,0.9999991879833818,0,0,1,0.9999999996963486,8.0,8.0
base,base_a_2_2,затухающие колебания,16,41,early,Lag_8,0,0.05313308537006378,0.05313308537006378,0.028666585683822632,0.028666585683822632,0.9999791909167813,0,0,1,0.9999999996963486,9.0,9.0
base,base_a_2_2,затухающие колебания,16,41,early,Lag_9,0,0.0017701489850878716,0.0017701489850878716,0.0006632278673350811,0.0006632278673350811,0.9999998820953513,0,0,1,0.9999999996963486,10.0,10.0
base,base_a_2_2,затухающие колебания,16,41,early,Lag_10,0,-0.0012020338326692581,0.0012020338326692581,-0.0006489490624517202,0.0006489490624517202,0.9999971874293261,0,0,1,0.9999999996963486,11.0,11.0
base,base_a_2_2,затухающие колебания,17,42,early,X_n,1,-0.30299104005098343,0.30299104005098343,-0.16269561648368835,0.16269561648368835,0.9999885236748172,1,0,1,0.9999999999837823,4.0,1.0
base,base_a_2_2,затухающие колебания,17,42,early,Lag_1,0,0.43216192722320557,0.43216192722320557,0.16192400455474854,0.16192400455474854,0.9999892378695041,0,0,1,0.9999999999837823,1.0,3.0
base,base_a_2_2,затухающие колебания,17,42,early,Lag_2,0,-0.3015609532594681,0.3015609532594681,-0.16192726790905,0.16192726790905,0.9999883409552697,0,0,1,0.9999999999837823,5.0,2.0
base,base_a_2_2,затухающие колебания,17,42,early,Lag_3,0,0.41937100887298584,0.41937100887298584,0.1571318805217743,0.1571318805217743,0.9999883759489852,0,0,1,0.9999999999837823,2.0,5.0
base,base_a_2_2,затухающие колебания,17,42,early,Lag_4,0,-0.29267309606075287,0.29267309606075287,-0.15715137869119644,0.15715137869119644,0.9999870131779496,0,0,1,0.9999999999837823,6.0,4.0
base,base_a_2_2,затухающие колебания,17,42,early,Lag_5,0,0.34120751917362213,0.34120751917362213,0.12784522026777267,0.12784522026777267,0.99996974032813,0,0,1,0.9999999999837823,3.0,7.0
base,base_a_2_2,затухающие колебания,17,42,early,Lag_6,0,-0.2383529171347618,0.2383529171347618,-0.1279621422290802,0.1279621422290802,0.9999182501990105,0,0,1,0.9999999999837823,7.0,6.0
base,base_a_2_2,затухающие колебания,17,42,early,Lag_7,0,-0.07816910743713379,0.07816910743713379,-0.02929055690765381,0.02929055690765381,0.9999993479938987,0,0,1,0.9999999999837823,8.0,8.0
base,base_a_2_2,затухающие колебания,17,42,early,Lag_8,0,0.053121332079172134,0.053121332079172134,0.028660185635089874,0.028660185635089874,0.9999994938584096,0,0,1,0.9999999999837823,9.0,9.0
base,base_a_2_2,затухающие колебания,17,42,early,Lag_9,0,0.0017711520195007324,0.0017711520195007324,0.0006636828184127808,0.0006636828184127808,0.9999999054272791,0,0,1,0.9999999999837823,10.0,10.0
base,base_a_2_2,затухающие колебания,17,42,early,Lag_10,0,-0.0011999839916825294,0.0011999839916825294,-0.0006478363648056984,0.0006478363648056984,0.9999999278534905,0,0,1,0.9999999999837823,11.0,11.0
base,base_a_2_2,затухающие колебания,18,43,early,X_n,1,-0.3029367923736572,0.3029367923736572,-0.16267770528793335,0.16267770528793335,0.9999998303750797,1,0,1,0.999999999992207,4.0,1.0
base,base_a_2_2,затухающие колебания,18,43,early,Lag_1,0,0.43215256929397583,0.43215256929397583,0.16195128858089447,0.16195128858089447,0.9999999842479368,0,0,1,0.999999999992207,1.0,2.0
base,base_a_2_2,затухающие колебания,18,43,early,Lag_2,0,-0.3016163110733032,0.3016163110733032,-0.16193479299545288,0.16193479299545288,0.999999832797763,0,0,1,0.999999999992207,5.0,3.0
base,base_a_2_2,затухающие колебания,18,43,early,Lag_3,0,0.4192466139793396,0.4192466139793396,0.1571081578731537,0.1571081578731537,0.9999999830041738,0,0,1,0.999999999992207,2.0,5.0
base,base_a_2_2,затухающие колебания,18,43,early,Lag_4,0,-0.2926422357559204,0.2926422357559204,-0.15712346881628036,0.15712346881628036,0.9999998320822593,0,0,1,0.999999999992207,6.0,4.0
base,base_a_2_2,затухающие колебания,18,43,early,Lag_5,0,0.3411090523004532,0.3411090523004532,0.12782174348831177,0.12782174348831177,0.9999999573525842,0,0,1,0.999999999992207,3.0,7.0
base,base_a_2_2,затухающие колебания,18,43,early,Lag_6,0,-0.23835302889347076,0.23835302889347076,-0.12795966863632202,0.12795966863632202,0.9999998451333749,0,0,1,0.999999999992207,7.0,6.0
base,base_a_2_2,затухающие колебания,18,43,early,Lag_7,0,-0.07781624794006348,0.07781624794006348,-0.029186129570007324,0.029186129570007324,0.9999999990239458,0,0,1,0.999999999992207,8.0,8.0
base,base_a_2_2,затухающие колебания,18,43,early,Lag_8,0,0.053122878074645996,0.053122878074645996,0.028657913208007812,0.028657913208007812,0.9999999748382975,0,0,1,0.999999999992207,9.0,9.0
base,base_a_2_2,затухающие колебания,18,43,early,Lag_9,0,0.0017208456993103027,0.0017208456993103027,0.0006551593542098999,0.0006551593542098999,0.9999999998615873,0,0,1,0.999999999992207,10.0,10.0
base,base_a_2_2,затухающие колебания,18,43,early,Lag_10,0,-0.001200348138809204,0.001200348138809204,-0.0006476789712905884,0.0006476789712905884,0.9999999965993684,0,0,1,0.999999999992207,11.0,11.0
base,base_a_2_2,затухающие колебания,19,44,early,X_n,1,-0.30288100242614746,0.30288100242614746,-0.16265344619750977,0.16265344619750977,0.999999940019346,1,0,1,0.9999999999995848,4.0,1.0
base,base_a_2_2,затухающие колебания,19,44,early,Lag_1,0,0.43218231201171875,0.43218231201171875,0.16193580627441406,0.16193580627441406,0.9999999437967382,0,0,1,0.9999999999995848,1.0,3.0
base,base_a_2_2,затухающие колебания,19,44,early,Lag_2,0,-0.30155181884765625,0.30155181884765625,-0.1619553565979004,0.1619553565979004,0.9999999391501526,0,0,1,0.9999999999995848,5.0,2.0
base,base_a_2_2,затухающие колебания,19,44,early,Lag_3,0,0.4192619323730469,0.4192619323730469,0.15709400177001953,0.15709400177001953,0.9999999391985733,0,0,1,0.9999999999995848,2.0,5.0
